                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    852,                0.74041,                 1.0079,                  1.345,                0.89213,                0.97814,                0.98201,                0.88344,                0.47381,                0.81577,                 1.1802,             8.3371e-05,             8.3371e-05,             8.3371e-05
                    853,                0.83695,                 1.1804,                 1.3807,                0.89213,                0.97814,                0.98201,                0.88344,                0.47381,                0.81577,                 1.1802,              8.285e-05,              8.285e-05,              8.285e-05
                    854,                0.85606,                 1.1078,                 1.3689,                0.89996,                0.97584,                0.98298,                0.88036,                0.47938,                0.81282,                 1.1839,              8.233e-05,              8.233e-05,              8.233e-05
                    855,                0.79741,                 1.0764,                  1.418,                0.90483,                0.97081,                0.98155,                0.87287,                0.48173,                0.81707,                 1.1856,             8.1809e-05,             8.1809e-05,             8.1809e-05
                    856,                0.74853,                 1.0806,                 1.3496,                 0.9087,                0.96674,                0.98155,                 0.8753,                0.47718,                0.82054,                 1.1818,             8.1288e-05,             8.1288e-05,             8.1288e-05
                    857,                0.74348,                 1.0991,                 1.3989,                 0.9087,                0.96674,                0.98155,                 0.8753,                0.47718,                0.82054,                 1.1818,             8.0767e-05,             8.0767e-05,             8.0767e-05
                    858,                0.68592,                 1.0345,                 1.3163,                0.90883,                0.96063,                0.98155,                0.87958,                0.47295,                0.82478,                  1.177,             8.0247e-05,             8.0247e-05,             8.0247e-05
                    859,                0.73555,                0.95031,                 1.3177,                0.91229,                0.94393,                0.98035,                0.87931,                0.47168,                  0.832,                 1.1709,             7.9726e-05,             7.9726e-05,             7.9726e-05
                    860,                0.81727,                 1.1144,                  1.378,                0.92628,                0.93384,                0.98157,                0.88083,                 0.4745,                0.83672,                  1.171,             7.9205e-05,             7.9205e-05,             7.9205e-05
                    861,                0.82188,                 1.2331,                  1.356,                0.92628,                0.93384,                0.98157,                0.88083,                 0.4745,                0.83672,                  1.171,             7.8684e-05,             7.8684e-05,             7.8684e-05
                    862,                0.78618,                 1.1414,                 1.3435,                0.91284,                0.93887,                0.98157,                0.87804,                0.47617,                0.83658,                 1.1814,             7.8164e-05,             7.8164e-05,             7.8164e-05
                    863,                0.84904,                  1.134,                 1.4785,                 0.9244,                0.92164,                0.97949,                0.87805,                0.47564,                0.83684,                 1.1795,             7.7643e-05,             7.7643e-05,             7.7643e-05
                    864,                0.90792,                 1.1841,                 1.4169,                0.92722,                0.92088,                0.97949,                0.87918,                0.47316,                0.83632,                 1.1795,             7.7122e-05,             7.7122e-05,             7.7122e-05
                    865,                0.87627,                 1.2222,                 1.4008,                0.92722,                0.92088,                0.97949,                0.87918,                0.47316,                0.83632,                 1.1795,             7.6601e-05,             7.6601e-05,             7.6601e-05
                    866,                0.74557,                  1.044,                 1.3465,                0.92487,                0.92099,                0.98009,                0.88265,                0.46967,                0.83439,                 1.1766,             7.6081e-05,             7.6081e-05,             7.6081e-05
                    867,                0.78302,                0.99417,                 1.2896,                0.89178,                0.94849,                0.98009,                0.89124,                0.46266,                0.83107,                 1.1706,              7.556e-05,              7.556e-05,              7.556e-05
                    868,                0.77039,                 1.1351,                  1.328,                0.91736,                0.92244,                0.98164,                  0.902,                0.45903,                0.81756,                 1.1681,             7.5039e-05,             7.5039e-05,             7.5039e-05
                    869,                0.87383,                 1.1153,                  1.411,                0.91736,                0.92244,                0.98164,                  0.902,                0.45903,                0.81756,                 1.1681,             7.4518e-05,             7.4518e-05,             7.4518e-05
                    870,                0.85095,                 1.2515,                 1.4707,                0.91977,                0.92022,                0.98164,                0.90783,                0.45539,                0.81596,                 1.1667,             7.3998e-05,             7.3998e-05,             7.3998e-05
                    871,                0.73159,                 1.0222,                 1.3004,                 0.9247,                0.91879,                0.98205,                0.90903,                  0.452,                0.81697,                 1.1629,             7.3477e-05,             7.3477e-05,             7.3477e-05
                    872,                0.73551,                 1.0048,                 1.3367,                0.92708,                0.91814,                0.98205,                0.90678,                0.45203,                0.81544,                 1.1629,             7.2956e-05,             7.2956e-05,             7.2956e-05
                    873,                0.76751,                 0.9999,                 1.3291,                0.92708,                0.91814,                0.98205,                0.90678,                0.45203,                0.81544,                 1.1629,             7.2435e-05,             7.2435e-05,             7.2435e-05
                    874,                0.74458,                 1.0112,                   1.28,                0.92715,                0.92377,                0.98338,                0.91534,                0.45473,                0.81142,                 1.1569,             7.1915e-05,             7.1915e-05,             7.1915e-05
                    875,                0.82535,                 1.1584,                 1.3997,                0.91316,                0.95172,                0.98424,                0.90615,                0.46404,                0.80482,                 1.1586,             7.1394e-05,             7.1394e-05,             7.1394e-05
                    876,                 0.8057,                 1.0803,                 1.3557,                0.91226,                0.96436,                0.98603,                0.89649,                0.47217,                0.80227,                 1.1571,             7.0873e-05,             7.0873e-05,             7.0873e-05
                    877,                 0.7605,                 1.0955,                 1.3046,                0.91226,                0.96436,                0.98603,                0.89649,                0.47217,                0.80227,                 1.1571,             7.0353e-05,             7.0353e-05,             7.0353e-05
                    878,                 0.7537,                 1.1433,                 1.3578,                0.92444,                0.95754,                0.98676,                0.89244,                0.47966,                0.81064,                 1.1576,             6.9832e-05,             6.9832e-05,             6.9832e-05
                    879,                0.77837,                 1.0295,                  1.333,                0.92673,                0.95638,                0.98676,                0.89213,                0.48115,                0.81194,                 1.1556,             6.9311e-05,             6.9311e-05,             6.9311e-05
                    880,                0.74543,                 1.1302,                 1.3854,                0.91291,                0.97604,                0.98676,                0.89348,                0.47614,                0.81566,                 1.1531,              6.879e-05,              6.879e-05,              6.879e-05
                    881,                0.63517,                0.87982,                 1.2409,                0.91291,                0.97604,                0.98676,                0.89348,                0.47614,                0.81566,                 1.1531,              6.827e-05,              6.827e-05,              6.827e-05
                    882,                0.79515,                 1.0928,                 1.3477,                0.91599,                 0.9825,                0.98676,                0.89683,                0.47087,                0.80394,                 1.1518,             6.7749e-05,             6.7749e-05,             6.7749e-05
                    883,                0.80689,                 1.1473,                 1.3933,                0.91722,                0.99048,                0.98556,                0.89734,                  0.466,                0.80475,                 1.1485,             6.7228e-05,             6.7228e-05,             6.7228e-05
                    884,                0.75068,                 1.0943,                 1.3693,                0.91712,                0.99048,                0.98556,                0.89812,                0.46209,                0.81531,                 1.1463,             6.6707e-05,             6.6707e-05,             6.6707e-05
                    885,                0.80583,                 1.0159,                 1.3387,                0.91712,                0.99048,                0.98556,                0.89812,                0.46209,                0.81531,                 1.1463,             6.6187e-05,             6.6187e-05,             6.6187e-05
                    886,                0.74928,                 1.0879,                   1.34,                0.91749,                0.99048,                0.98483,                0.90742,                0.46435,                0.82567,                 1.1501,             6.5666e-05,             6.5666e-05,             6.5666e-05
                    887,                0.71041,                0.96097,                 1.3383,                 0.9258,                0.99048,                0.98483,                0.90919,                 0.4691,                0.83427,                 1.1525,             6.5145e-05,             6.5145e-05,             6.5145e-05
                    888,                0.79442,                 1.0887,                 1.3498,                0.93034,                0.98284,                0.98603,                0.89692,                0.47713,                0.84234,                 1.1579,             6.4624e-05,             6.4624e-05,             6.4624e-05
                    889,                0.68501,                0.87977,                 1.3154,                0.93034,                0.98284,                0.98603,                0.89692,                0.47713,                0.84234,                 1.1579,             6.4104e-05,             6.4104e-05,             6.4104e-05
                    890,                0.74535,                 1.0745,                 1.3199,                0.93418,                0.98227,                0.98603,                0.89551,                0.49043,                 0.8441,                 1.1728,             6.3583e-05,             6.3583e-05,             6.3583e-05
                    891,                0.86747,                 1.1722,                 1.3847,                0.92679,                 0.9795,                 0.9847,                0.89516,                0.49658,                0.84777,                 1.1789,             6.3062e-05,             6.3062e-05,             6.3062e-05
                    892,                0.68066,                0.87302,                 1.2945,                0.91848,                0.97532,                 0.9847,                0.89962,                 0.4932,                 0.8606,                 1.1747,             6.2541e-05,             6.2541e-05,             6.2541e-05
                    893,                0.79578,                 1.1766,                 1.3769,                0.91848,                0.97532,                 0.9847,                0.89962,                 0.4932,                 0.8606,                 1.1747,             6.2021e-05,             6.2021e-05,             6.2021e-05
                    894,                0.71718,                 1.0217,                 1.3237,                0.92244,                0.96691,                 0.9847,                0.89578,                0.48463,                0.86274,                 1.1689,               6.15e-05,               6.15e-05,               6.15e-05
                    895,                0.84714,                 1.2193,                 1.4206,                0.91202,                0.97817,                 0.9835,                0.89795,                0.47377,                0.86798,                 1.1573,             6.0979e-05,             6.0979e-05,             6.0979e-05
                    896,                0.77609,                 1.0406,                  1.366,                0.90935,                0.98254,                0.98264,                0.89792,                0.47007,                0.87004,                 1.1513,             6.0458e-05,             6.0458e-05,             6.0458e-05
                    897,                0.80751,                 1.0415,                 1.3384,                0.90935,                0.98254,                0.98264,                0.89792,                0.47007,                0.87004,                 1.1513,             5.9938e-05,             5.9938e-05,             5.9938e-05
                    898,                0.76131,                 1.1163,                 1.3118,                0.90513,                0.98243,                 0.9814,                0.89327,                0.46887,                0.87092,                  1.148,             5.9417e-05,             5.9417e-05,             5.9417e-05
                    899,                0.77027,                 1.0774,                 1.3356,                0.89719,                0.98282,                 0.9814,                0.90048,                0.47094,                0.86536,                  1.146,             5.8896e-05,             5.8896e-05,             5.8896e-05
                    900,                0.86686,                 1.1698,                 1.4045,                0.89123,                0.98606,                0.98081,                0.90455,                0.47574,                0.87583,                 1.1445,             5.8375e-05,             5.8375e-05,             5.8375e-05
                    901,                0.82272,                 1.1316,                 1.3626,                0.89123,                0.98606,                0.98081,                0.90455,                0.47574,                0.87583,                 1.1445,             5.7855e-05,             5.7855e-05,             5.7855e-05
                    902,                0.69326,                 1.0051,                 1.3207,                0.88478,                0.98665,                0.98081,                0.90322,                0.48103,                0.88252,                 1.1419,             5.7334e-05,             5.7334e-05,             5.7334e-05
                    903,                0.90568,                 1.2154,                 1.4479,                0.88105,                0.98689,                0.98081,                0.89428,                0.48611,                0.88007,                  1.146,             5.6813e-05,             5.6813e-05,             5.6813e-05
                    904,                0.82247,                 1.1433,                 1.3733,                0.87935,                0.98766,                0.98081,                0.89861,                0.48523,                0.87464,                 1.1469,             5.6293e-05,             5.6293e-05,             5.6293e-05
                    905,                0.90688,                 1.2952,                 1.4576,                0.87935,                0.98766,                0.98081,                0.89861,                0.48523,                0.87464,                 1.1469,             5.5772e-05,             5.5772e-05,             5.5772e-05
                    906,                0.76967,                 1.0244,                 1.3358,                0.88139,                0.98702,                 0.9814,                0.89756,                0.47733,                0.87013,                 1.1458,             5.5251e-05,             5.5251e-05,             5.5251e-05
                    907,                0.82401,                 1.1822,                 1.3719,                 0.8838,                0.98915,                 0.9814,                0.89927,                0.46631,                0.86229,                 1.1463,              5.473e-05,              5.473e-05,              5.473e-05
                    908,                0.70201,                0.98981,                 1.3173,                0.89385,                0.98551,                0.98422,                0.90042,                0.45898,                0.84378,                 1.1496,              5.421e-05,              5.421e-05,              5.421e-05
                    909,                0.80791,                 1.0974,                 1.3396,                0.89385,                0.98551,                0.98422,                0.90042,                0.45898,                0.84378,                 1.1496,             5.3689e-05,             5.3689e-05,             5.3689e-05
                    910,                0.73712,                0.98712,                 1.3358,                0.89773,                0.98959,                0.98589,                0.90778,                0.45272,                0.83114,                 1.1521,             5.3168e-05,             5.3168e-05,             5.3168e-05
                    911,                0.78347,                 1.0674,                 1.3705,                  0.897,                0.99156,                0.98685,                0.91305,                0.44941,                 0.8246,                 1.1547,             5.2647e-05,             5.2647e-05,             5.2647e-05
                    912,                0.77625,                 1.0056,                 1.3525,                 0.8972,                0.99061,                0.98685,                0.90993,                0.44958,                0.81686,                 1.1544,             5.2127e-05,             5.2127e-05,             5.2127e-05
                    913,                0.73657,                 1.0022,                 1.3554,                 0.8972,                0.99061,                0.98685,                0.90993,                0.44958,                0.81686,                 1.1544,             5.1606e-05,             5.1606e-05,             5.1606e-05
                    914,                0.83172,                 1.1553,                  1.373,                0.90084,                0.99844,                0.98809,                0.90699,                0.45212,                0.81289,                  1.156,             5.1085e-05,             5.1085e-05,             5.1085e-05
                    915,                0.75149,                 1.1358,                 1.3481,                0.90458,                0.99423,                0.98809,                0.90883,                0.45549,                0.80947,                 1.1557,             5.0564e-05,             5.0564e-05,             5.0564e-05
                    916,                0.80013,                 1.1082,                 1.3681,                0.90308,                0.97497,                0.98809,                0.90677,                0.45808,                 0.8056,                 1.1548,             5.0044e-05,             5.0044e-05,             5.0044e-05
                    917,                0.76987,                0.98587,                 1.3712,                0.90308,                0.97497,                0.98809,                0.90677,                0.45808,                 0.8056,                 1.1548,             4.9523e-05,             4.9523e-05,             4.9523e-05
                    918,                 0.7414,                 1.1046,                 1.3031,                0.90665,                 0.9619,                0.98809,                0.90789,                0.46112,                0.80231,                 1.1539,             4.9002e-05,             4.9002e-05,             4.9002e-05
                    919,                0.75173,                 1.1734,                 1.3946,                0.92896,                 0.9667,                0.98853,                0.90724,                0.46443,                0.79919,                 1.1562,             4.8481e-05,             4.8481e-05,             4.8481e-05
                    920,                0.72205,                0.94965,                   1.33,                0.92401,                0.95862,                0.98737,                0.90727,                0.46525,                0.79888,                 1.1512,             4.7961e-05,             4.7961e-05,             4.7961e-05
                    921,                0.78967,                 1.0494,                  1.369,                0.92401,                0.95862,                0.98737,                0.90727,                0.46525,                0.79888,                 1.1512,              4.744e-05,              4.744e-05,              4.744e-05
                    922,                0.73632,                0.99161,                 1.3407,                 0.9296,                0.95425,                0.98737,                0.90605,                0.46623,                0.79417,                 1.1493,             4.6919e-05,             4.6919e-05,             4.6919e-05
                    923,                0.85789,                 1.2821,                 1.4786,                0.94222,                0.95219,                0.98737,                0.90773,                0.46632,                0.79161,                 1.1492,             4.6398e-05,             4.6398e-05,             4.6398e-05
                    924,                0.85487,                 1.2017,                 1.4323,                0.94493,                0.95088,                 0.9887,                 0.9081,                 0.4652,                0.78957,                 1.1488,             4.5878e-05,             4.5878e-05,             4.5878e-05
                    925,                0.89079,                 1.2419,                 1.4662,                0.94493,                0.95088,                 0.9887,                 0.9081,                 0.4652,                0.78957,                 1.1488,             4.5357e-05,             4.5357e-05,             4.5357e-05
                    926,                0.76274,                 1.1175,                 1.2707,                0.95004,                0.95026,                0.98746,                0.90875,                0.46738,                0.79504,                 1.1487,             4.4836e-05,             4.4836e-05,             4.4836e-05
                    927,                0.77817,                 1.0888,                 1.3572,                0.95474,                0.94739,                0.98613,                0.90698,                0.47157,                0.80674,                 1.1463,             4.4315e-05,             4.4315e-05,             4.4315e-05
                    928,                0.79082,                 1.1483,                 1.3875,                0.95501,                0.94604,                0.98466,                0.89721,                0.48098,                0.81403,                 1.1528,             4.3795e-05,             4.3795e-05,             4.3795e-05
                    929,                0.79868,                 1.0656,                 1.3286,                0.95501,                0.94604,                0.98466,                0.89721,                0.48098,                0.81403,                 1.1528,             4.3274e-05,             4.3274e-05,             4.3274e-05
                    930,                 0.7206,                 1.0112,                 1.3097,                 0.9573,                0.94757,                0.98466,                0.89761,                0.48591,                0.81658,                 1.1568,             4.2753e-05,             4.2753e-05,             4.2753e-05
                    931,                 0.6995,                0.95153,                 1.3033,                0.95854,                 0.9517,                0.98513,                0.89925,                0.49115,                0.81926,                 1.1605,             4.2233e-05,             4.2233e-05,             4.2233e-05
                    932,                0.81134,                 1.1582,                 1.4067,                 0.9478,                0.95238,                0.98513,                0.90551,                0.49227,                0.81646,                 1.1617,             4.1712e-05,             4.1712e-05,             4.1712e-05
                    933,                0.78362,                 1.0225,                 1.3391,                 0.9478,                0.95238,                0.98513,                0.90551,                0.49227,                0.81646,                 1.1617,             4.1191e-05,             4.1191e-05,             4.1191e-05
                    934,                 0.8634,                 1.2007,                 1.4186,                0.94162,                0.95238,                0.98613,                 0.9109,                0.49219,                0.81474,                 1.1608,              4.067e-05,              4.067e-05,              4.067e-05
                    935,                0.77759,                 1.0193,                 1.3526,                0.94271,                0.96096,                 0.9887,                0.90819,                0.49165,                0.81911,                  1.156,              4.015e-05,              4.015e-05,              4.015e-05
                    936,                0.78899,                 1.0125,                 1.3487,                0.93968,                0.96457,                0.98943,                0.91017,                 0.4878,                0.82218,                 1.1519,             3.9629e-05,             3.9629e-05,             3.9629e-05
                    937,                0.80621,                 1.1069,                 1.3646,                0.93968,                0.96457,                0.98943,                0.91017,                 0.4878,                0.82218,                 1.1519,             3.9108e-05,             3.9108e-05,             3.9108e-05
                    938,                0.80663,                 1.1044,                  1.419,                0.92661,                0.97517,                0.98809,                0.90871,                0.48611,                0.82287,                 1.1492,             3.8587e-05,             3.8587e-05,             3.8587e-05
                    939,                0.81163,                 1.0303,                 1.3346,                0.92668,                0.96939,                0.98735,                0.91085,                0.48414,                0.82667,                 1.1472,             3.8067e-05,             3.8067e-05,             3.8067e-05
                    940,                0.75303,                 1.0231,                 1.3877,                0.93059,                0.97042,                0.98809,                 0.9074,                0.48059,                0.82873,                 1.1455,             3.7546e-05,             3.7546e-05,             3.7546e-05
                    941,                0.78947,                 1.2312,                 1.3674,                0.93059,                0.97042,                0.98809,                 0.9074,                0.48059,                0.82873,                 1.1455,             3.7025e-05,             3.7025e-05,             3.7025e-05
                    942,                0.73923,                 1.0065,                 1.3292,                0.95073,                0.96628,                0.99059,                0.90739,                0.47395,                0.82902,                 1.1415,             3.6504e-05,             3.6504e-05,             3.6504e-05
                    943,                0.80031,                 1.0837,                 1.3564,                0.95251,                0.96607,                0.99059,                0.91203,                0.46912,                0.82499,                 1.1421,             3.5984e-05,             3.5984e-05,             3.5984e-05
                    944,                0.82167,                 1.1083,                 1.3863,                0.95437,                0.96497,                0.99059,                0.91765,                0.46326,                0.82322,                 1.1402,             3.5463e-05,             3.5463e-05,             3.5463e-05
                    945,                0.75648,                 1.0107,                 1.3734,                0.95437,                0.96497,                0.99059,                0.91765,                0.46326,                0.82322,                 1.1402,             3.4942e-05,             3.4942e-05,             3.4942e-05
                    946,                0.65504,                0.93467,                 1.3233,                0.95382,                0.96144,                0.99059,                0.91565,                0.46027,                 0.8206,                 1.1394,             3.4421e-05,             3.4421e-05,             3.4421e-05
                    947,                0.76484,                0.97213,                 1.2891,                0.95836,                0.95364,                0.99059,                0.91676,                0.46011,                0.81279,                 1.1445,             3.3901e-05,             3.3901e-05,             3.3901e-05
                    948,                0.72691,                 1.0375,                 1.3128,                0.95798,                0.95674,                0.99059,                0.91529,                0.46209,                0.81033,                 1.1432,              3.338e-05,              3.338e-05,              3.338e-05
                    949,                 0.7196,                 1.0009,                 1.3513,                0.95798,                0.95674,                0.99059,                0.91529,                0.46209,                0.81033,                 1.1432,             3.2859e-05,             3.2859e-05,             3.2859e-05
                    950,                0.70241,                0.92601,                 1.2567,                0.95655,                0.96005,                0.99059,                0.90758,                0.46207,                0.80298,                 1.1439,             3.2338e-05,             3.2338e-05,             3.2338e-05
                    951,                0.85679,                 1.0955,                 1.4164,                0.95471,                0.96063,                 0.9915,                0.90426,                0.46414,                0.80189,                 1.1456,             3.1818e-05,             3.1818e-05,             3.1818e-05
                    952,                0.71053,                 1.0749,                  1.313,                0.95138,                0.96009,                 0.9915,                0.90437,                0.46643,                0.80278,                 1.1471,             3.1297e-05,             3.1297e-05,             3.1297e-05
                    953,                0.72048,                0.95289,                 1.2698,                0.95138,                0.96009,                 0.9915,                0.90437,                0.46643,                0.80278,                 1.1471,             3.0776e-05,             3.0776e-05,             3.0776e-05
                    954,                0.81322,                 1.0745,                 1.3893,                0.94827,                0.96049,                 0.9915,                0.90439,                0.46538,                0.79374,                 1.1488,             3.0256e-05,             3.0256e-05,             3.0256e-05
                    955,                0.73753,                 1.0612,                 1.3614,                0.94695,                0.96009,                 0.9915,                0.91756,                0.46389,                0.78691,                 1.1485,             2.9735e-05,             2.9735e-05,             2.9735e-05
                    956,                0.71486,                 1.0189,                 1.3225,                0.94492,                0.96045,                 0.9915,                0.91936,                0.46328,                0.78161,                 1.1514,             2.9214e-05,             2.9214e-05,             2.9214e-05
                    957,                0.83921,                 1.1752,                  1.436,                0.94492,                0.96045,                 0.9915,                0.91936,                0.46328,                0.78161,                 1.1514,             2.8693e-05,             2.8693e-05,             2.8693e-05
                    958,                0.68363,                0.95838,                 1.3038,                0.94258,                0.96099,                 0.9915,                0.91965,                0.46096,                0.78269,                 1.1493,             2.8173e-05,             2.8173e-05,             2.8173e-05
                    959,                0.75548,                 1.0774,                  1.383,                0.93956,                0.96182,                 0.9915,                 0.9206,                0.45713,                0.77909,                 1.1482,             2.7652e-05,             2.7652e-05,             2.7652e-05
                    960,                0.88988,                 1.2036,                 1.3727,                0.94226,                0.96003,                 0.9915,                0.91597,                0.45327,                0.77604,                 1.1458,             2.7131e-05,             2.7131e-05,             2.7131e-05
                    961,                0.67569,                0.98232,                 1.3424,                0.94226,                0.96003,                 0.9915,                0.91597,                0.45327,                0.77604,                 1.1458,              2.661e-05,              2.661e-05,              2.661e-05
                    962,                0.76651,                 1.0596,                 1.3654,                0.95452,                0.95147,                 0.9915,                0.91599,                0.45065,                0.77366,                 1.1435,              2.609e-05,              2.609e-05,              2.609e-05
                    963,                0.75474,                 1.0571,                    1.4,                0.95675,                0.94578,                 0.9915,                0.91265,                0.44808,                0.77121,                  1.139,             2.5569e-05,             2.5569e-05,             2.5569e-05
                    964,                0.74988,                 1.0347,                 1.3272,                0.95918,                0.94485,                 0.9915,                0.91353,                0.44733,                0.76952,                 1.1379,             2.5048e-05,             2.5048e-05,             2.5048e-05
                    965,                0.71199,                 1.0939,                 1.3482,                0.95918,                0.94485,                 0.9915,                0.91353,                0.44733,                0.76952,                 1.1379,             2.4527e-05,             2.4527e-05,             2.4527e-05
                    966,                0.66022,                0.87411,                 1.2784,                0.95956,                0.94369,                 0.9915,                0.91486,                0.44729,                0.76798,                  1.135,             2.4007e-05,             2.4007e-05,             2.4007e-05
                    967,                0.80115,                   1.04,                 1.3444,                0.95937,                0.94466,                 0.9915,                0.91651,                0.44952,                0.76023,                 1.1359,             2.3486e-05,             2.3486e-05,             2.3486e-05
                    968,                0.74142,                 1.0017,                 1.3165,                0.94531,                0.96535,                0.99267,                 0.9182,                0.44937,                0.75532,                 1.1383,             2.2965e-05,             2.2965e-05,             2.2965e-05
                    969,                0.75402,                 1.0614,                 1.3267,                0.94531,                0.96535,                0.99267,                 0.9182,                0.44937,                0.75532,                 1.1383,             2.2444e-05,             2.2444e-05,             2.2444e-05
                    970,                0.75771,                 1.1006,                 1.3607,                0.94792,                0.96369,                0.99267,                0.91993,                0.44861,                  0.753,                  1.138,             2.1924e-05,             2.1924e-05,             2.1924e-05
                    971,                0.75247,                 1.0274,                 1.3149,                0.94962,                0.96295,                0.99176,                0.91817,                0.44851,                0.75084,                 1.1401,             2.1403e-05,             2.1403e-05,             2.1403e-05
                    972,                0.79596,                 1.0477,                 1.3799,                0.95249,                0.96207,                0.99267,                0.91906,                0.44828,                0.75286,                 1.1417,             2.0882e-05,             2.0882e-05,             2.0882e-05
                    973,                0.88064,                 1.1204,                 1.4426,                0.95249,                0.96207,                0.99267,                0.91906,                0.44828,                0.75286,                 1.1417,             2.0361e-05,             2.0361e-05,             2.0361e-05
                    974,                0.71904,                 1.0657,                 1.3335,                0.95305,                0.96203,                0.99176,                 0.9164,                0.44734,                0.75448,                 1.1381,             1.9841e-05,             1.9841e-05,             1.9841e-05
                    975,                0.73177,                 1.0465,                 1.3236,                0.95282,                0.96227,                0.99176,                0.92011,                0.44754,                0.75384,                 1.1378,              1.932e-05,              1.932e-05,              1.932e-05
                    976,                0.74027,                 1.0221,                 1.2954,                0.95088,                0.96323,                0.99176,                0.91635,                 0.4467,                 0.7538,                 1.1378,             1.8799e-05,             1.8799e-05,             1.8799e-05
                    977,                0.77461,                 1.0376,                 1.3956,                0.95088,                0.96323,                0.99176,                0.91635,                 0.4467,                 0.7538,                 1.1378,             1.8279e-05,             1.8279e-05,             1.8279e-05
                    978,                0.72531,                 1.0107,                    1.3,                0.95146,                0.96415,                0.99176,                0.91801,                0.44499,                0.75786,                 1.1367,             1.7758e-05,             1.7758e-05,             1.7758e-05
                    979,                0.68342,                 1.0116,                 1.2628,                0.95316,                0.96428,                0.99176,                0.91799,                0.44372,                0.76389,                 1.1348,             1.7237e-05,             1.7237e-05,             1.7237e-05
                    980,                0.78968,                 1.0178,                 1.3045,                0.95435,                0.96424,                0.99176,                0.91609,                0.44039,                 0.7675,                 1.1316,             1.6716e-05,             1.6716e-05,             1.6716e-05
                    981,                0.69427,                 1.0187,                 1.3266,                0.95435,                0.96424,                0.99176,                0.91609,                0.44039,                 0.7675,                 1.1316,             1.6196e-05,             1.6196e-05,             1.6196e-05
                    982,                0.75345,                0.93482,                 1.3303,                  0.954,                0.96645,                0.99176,                0.91609,                0.43991,                0.76767,                   1.13,             1.5675e-05,             1.5675e-05,             1.5675e-05
                    983,                0.75473,                 1.0772,                 1.3633,                0.95546,                0.96766,                0.99176,                0.91698,                0.43976,                0.76532,                 1.1287,             1.5154e-05,             1.5154e-05,             1.5154e-05
                    984,                0.77302,                 1.1576,                 1.4337,                0.95461,                0.96858,                0.99176,                0.91844,                0.43846,                0.76663,                 1.1282,             1.4633e-05,             1.4633e-05,             1.4633e-05
                    985,                0.76107,                  1.059,                 1.3544,                0.95461,                0.96858,                0.99176,                0.91844,                0.43846,                0.76663,                 1.1282,             1.4113e-05,             1.4113e-05,             1.4113e-05
